source,target
YDR324C,YDL153C
YDR324C,YDR449C
YDR324C,YDR398W
YDR324C,YDL148C
YDR339C,YPL217C
YDR339C,YNR024W
YDR339C,YNL075W
YDR339C,YOR287C
YDR339C,YOR145C
YDR339C,YJR002W
YDR339C,YHR148W
YDR339C,YLR336C
YDR339C,YKL099C
YDR339C,YGL171W
YDR339C,YER127W
YDR339C,YHR081W
YDR339C,YGR145W
YDR339C,YER082C
YDR280W,YPR189W
YDR280W,YPR144C
YDR280W,YPL126W
YDR280W,YOR078W
YDR280W,YPR137W
YDR280W,YPL217C
YDR280W,YOL142W
YDR280W,YOL021C
YDR280W,YOR076C
YDR280W,YOR001W
YDR280W,YNL232W
YDR280W,YNL132W
YDR280W,YOL010W
YDR280W,YNR024W
YDR280W,YMR128W
YDR280W,YMR093W
YDR280W,YNL075W
YDR280W,YMR229C
YDR280W,YLR398C
YDR280W,YLR222C
YDR280W,YML093W
YDR280W,YLR409C
YDR280W,YLR051C
YDR280W,YLL011W
YDR280W,YLR186W
YDR280W,YLR129W
YDR280W,YJL109C
YDR280W,YJL069C
YDR280W,YKL099C
YDR280W,YJR002W
YDR280W,YHR196W
YDR280W,YHR081W
YDR280W,YJL050W
YDR280W,YIL019W
YDR280W,YGR158C
YDR280W,YGR128C
YDR280W,YHR069C
YDR280W,YGR195W
YDR280W,YER082C
YDR280W,YDR449C
YDR280W,YGR095C
YDR280W,YGR090W
YDR280W,YDR324C
YDR280W,YDR299W
YDR280W,YDR398W
YDR280W,YDR339C
YDR280W,YDL153C
YDR280W,YDL148C
YDR299W,YLR197W
YDR299W,YGR158C
YDR299W,YOR310C
YDR299W,YPL217C
YDR299W,YPL126W
YDR299W,YPR144C
YDR299W,YPR137W
YDR299W,YOR145C
YDR299W,YOR078W
YDR299W,YPL012W
YDR299W,YOR287C
YDR299W,YOL021C
YDR299W,YOL010W
YDR299W,YOR001W
YDR299W,YOL142W
YDR299W,YNL132W
YDR299W,YNL075W
YDR299W,YNR054C
YDR299W,YNL232W
YDR299W,YMR093W
YDR299W,YML093W
YDR299W,YMR229C
YDR299W,YMR128W
YDR299W,YLR222C
YDR299W,YLR186W
YDR299W,YLR409C
YDR299W,YLR336C
YDR299W,YLL011W
YDR299W,YKR060W
YDR299W,YLR129W
YDR299W,YLR051C
YDR299W,YJL209W
YDR299W,YJL109C
YDR299W,YKL099C
YDR299W,YJR002W
YDR299W,YJL033W
YDR299W,YIL127C
YDR299W,YJL069C
YDR299W,YJL050W
YDR299W,YHR196W
YDR299W,YHR169W
YDR299W,YIL091C
YDR299W,YIL019W
YDR299W,YHR069C
YDR299W,YGR195W
YDR299W,YHR148W
YDR299W,YHR081W
YDR299W,YGR095C
YDR299W,YGR090W
YDR299W,YGR145W
YDR299W,YGR128C
YDR299W,YER082C
YDR299W,YDR449C
YDR299W,YGL171W
YDR299W,YER127W
YDR299W,YDR339C
YDR299W,YDR324C
YDR299W,YDR398W
YDR299W,YDR365C
YDR299W,YDL153C
YDR299W,YDL148C
YDL148C,YOR287C
YDL148C,YOR145C
YDL148C,YPL217C
YDL148C,YKL099C
YDL148C,YJR002W
YDL148C,YOL142W
YDL148C,YNL075W
YDL148C,YHR081W
YDL148C,YGR145W
YDL148C,YHR169W
YDL148C,YHR148W
YDL148C,YER082C
YDL148C,YDR339C
YDL148C,YGL171W
YDL148C,YER127W
YDL148C,YDL153C
YDL153C,YPL217C
YDL153C,YOR287C
YDL153C,YNL075W
YDL153C,YLR003C
YDL153C,YOR145C
YDL153C,YOL142W
YDL153C,YHR148W
YDL153C,YHR081W
YDL153C,YKL099C
YDL153C,YJR002W
YDL153C,YER127W
YDL153C,YER082C
YDL153C,YGR145W
YDL153C,YGL171W
YDL153C,YDR339C
YCR057C,YPR144C
YCR057C,YPR137W
YCR057C,YOR287C
YCR057C,YPL126W
YCR057C,YPL012W
YCR057C,YPR112C
YCR057C,YPL217C
YCR057C,YOR078W
YCR057C,YOR001W
YCR057C,YOR310C
YCR057C,YOR145C
YCR057C,YOL010W
YCR057C,YNR054C
YCR057C,YOL142W
YCR057C,YOL021C
YCR057C,YNL075W
YCR057C,YMR290C
YCR057C,YNL232W
YCR057C,YNL132W
YCR057C,YMR093W
YCR057C,YML093W
YCR057C,YMR229C
YCR057C,YMR128W
YCR057C,YLR222C
YCR057C,YLR197W
YCR057C,YLR409C
YCR057C,YLR336C
YCR057C,YLR051C
YCR057C,YLR003C
YCR057C,YLR186W
YCR057C,YLR129W
YCR057C,YKL190W
YCR057C,YKL099C
YCR057C,YLL011W
YCR057C,YKR060W
YCR057C,YJL069C
YCR057C,YJL050W
YCR057C,YJR002W
YCR057C,YJL109C
YCR057C,YIL091C
YCR057C,YIL019W
YCR057C,YJL033W
YCR057C,YIL127C
YCR057C,YHR148W
YCR057C,YHR081W
YCR057C,YHR196W
YCR057C,YHR169W
YCR057C,YGR158C
YCR057C,YGR145W
YCR057C,YHR069C
YCR057C,YGR195W
YCR057C,YGR090W
YCR057C,YGL171W
YCR057C,YGR128C
YCR057C,YGR095C
YCR057C,YDR457W
YCR057C,YDR449C
YCR057C,YER127W
YCR057C,YER082C
YCR057C,YDR339C
YCR057C,YDR324C
YCR057C,YDR398W
YCR057C,YDR365C
YCR057C,YDR083W
YCR057C,YDL153C
YCR057C,YDR299W
YCR057C,YDR280W
YCR057C,YDL014W
YCR057C,YDL148C
YCR057C,YDL111C
YDL111C,YPR144C
YDL111C,YPR137W
YDL111C,YPR189W
YDL111C,YPL126W
YDL111C,YOR078W
YDL111C,YPL266W
YDL111C,YPL217C
YDL111C,YOL142W
YDL111C,YOL021C
YDL111C,YOR076C
YDL111C,YOR001W
YDL111C,YNL232W
YDL111C,YNL132W
YDL111C,YOL010W
YDL111C,YNR024W
YDL111C,YMR128W
YDL111C,YMR093W
YDL111C,YNL075W
YDL111C,YMR229C
YDL111C,YLR222C
YDL111C,YLR186W
YDL111C,YML093W
YDL111C,YLR409C
YDL111C,YLL011W
YDL111C,YKR060W
YDL111C,YLR129W
YDL111C,YLR051C
YDL111C,YJL109C
YDL111C,YJL069C
YDL111C,YKL099C
YDL111C,YJR002W
YDL111C,YIL019W
YDL111C,YHR196W
YDL111C,YJL050W
YDL111C,YIL127C
YDL111C,YGR195W
YDL111C,YGR158C
YDL111C,YHR081W
YDL111C,YHR069C
YDL111C,YGR095C
YDL111C,YGR090W
YDL111C,YGR145W
YDL111C,YGR128C
YDL111C,YDR398W
YDL111C,YDR339C
YDL111C,YER082C
YDL111C,YDR449C
YDL111C,YDR280W
YDL111C,YDL153C
YDL111C,YDR324C
YDL111C,YDR299W
YDL111C,YDL148C
YCL059C,YPR144C
YCL059C,YPR137W
YCL059C,YPL126W
YCL059C,YPL012W
YCL059C,YPR112C
YCL059C,YPL266W
YCL059C,YOR145C
YCL059C,YOR078W
YCL059C,YOR310C
YCL059C,YOR287C
YCL059C,YNR054C
YCL059C,YNL232W
YCL059C,YOR001W
YCL059C,YOL010W
YCL059C,YMR229C
YCL059C,YMR128W
YCL059C,YNL132W
YCL059C,YNL075W
YCL059C,YLR409C
YCL059C,YLR222C
YCL059C,YMR093W
YCL059C,YML093W
YCL059C,YLR003C
YCL059C,YLL011W
YCL059C,YLR197W
YCL059C,YLR129W
YCL059C,YJR002W
YCL059C,YJL109C
YCL059C,YKR060W
YCL059C,YKL099C
YCL059C,YJL033W
YCL059C,YIL127C
YCL059C,YJL069C
YCL059C,YJL050W
YCL059C,YHR148W
YCL059C,YHR081W
YCL059C,YHR196W
YCL059C,YHR169W
YCL059C,YGR158C
YCL059C,YGR128C
YCL059C,YHR069C
YCL059C,YGR195W
YCL059C,YER127W
YCL059C,YER082C
YCL059C,YGR095C
YCL059C,YGR090W
YCL059C,YDR365C
YCL059C,YDR339C
YCL059C,YDR449C
YCL059C,YDR398W
YCL059C,YDR083W
YCL059C,YDL153C
YCL059C,YDR324C
YCL059C,YDR280W
YCL059C,YDL014W
YCL059C,YCR057C
YCL059C,YDL148C
YCL059C,YDL111C
YCL059C,YOR006C
YCL059C,YOL142W
YCL059C,YCR035C
YCL059C,YPL217C
YCL059C,YLR051C
YCL059C,YIL091C
YCL059C,YNL308C
YCL059C,YLR186W
YCL059C,YGL171W
YCL059C,YDR299W
YCL059C,YIL019W
YCL059C,YGR145W
YCL059C,YCL033C
YCL059C,YCL057W
YCL059C,YCL035C
YCR035C,YPR189W
YCR035C,YPL266W
YCR035C,YPL217C
YCR035C,YPR144C
YCR035C,YPR137W
YCR035C,YOR076C
YCR035C,YOR001W
YCR035C,YPL126W
YCR035C,YOR078W
YCR035C,YOL010W
YCR035C,YNR024W
YCR035C,YOL142W
YCR035C,YOL021C
YCR035C,YNL075W
YCR035C,YMR229C
YCR035C,YNL232W
YCR035C,YNL132W
YCR035C,YML093W
YCR035C,YLR409C
YCR035C,YMR128W
YCR035C,YMR093W
YCR035C,YLR186W
YCR035C,YLR129W
YCR035C,YLR398C
YCR035C,YLR222C
YCR035C,YKL099C
YCR035C,YJR002W
YCR035C,YLR051C
YCR035C,YLL011W
YCR035C,YJL050W
YCR035C,YIL127C
YCR035C,YJL109C
YCR035C,YJL069C
YCR035C,YHR081W
YCR035C,YHR069C
YCR035C,YIL019W
YCR035C,YHR196W
YCR035C,YGR145W
YCR035C,YGR128C
YCR035C,YGR195W
YCR035C,YGR158C
YCR035C,YER127W
YCR035C,YER082C
YCR035C,YGR095C
YCR035C,YGR090W
YCR035C,YDR339C
YCR035C,YDR324C
YCR035C,YDR449C
YCR035C,YDR398W
YCR035C,YDL153C
YCR035C,YDL148C
YCR035C,YDR299W
YCR035C,YDR280W
YCR035C,YDL111C
YCR035C,YCR057C
YBR247C,YPR144C
YBR247C,YPL217C
YBR247C,YPL204W
YBR247C,YPR137W
YBR247C,YPL266W
YBR247C,YOR145C
YBR247C,YOR078W
YBR247C,YPL126W
YBR247C,YPL012W
YBR247C,YOL021C
YBR247C,YOL010W
YBR247C,YOR001W
YBR247C,YOL142W
YBR247C,YNL232W
YBR247C,YNL207W
YBR247C,YNR054C
YBR247C,YNR046W
YBR247C,YMR229C
YBR247C,YMR128W
YBR247C,YNL132W
YBR247C,YNL075W
YBR247C,YLR409C
YBR247C,YLR336C
YBR247C,YMR093W
YBR247C,YML093W
YBR247C,YLR129W
YBR247C,YLR051C
YBR247C,YLR222C
YBR247C,YLR186W
YBR247C,YKL143W
YBR247C,YKL099C
YBR247C,YLL011W
YBR247C,YKR060W
YBR247C,YJL069C
YBR247C,YJL050W
YBR247C,YJR002W
YBR247C,YJL109C
YBR247C,YIL091C
YBR247C,YIL019W
YBR247C,YJL033W
YBR247C,YIL127C
YBR247C,YHR081W
YBR247C,YHR069C
YBR247C,YHR196W
YBR247C,YHR148W
YBR247C,YGR145W
YBR247C,YGR128C
YBR247C,YGR195W
YBR247C,YGR158C
YBR247C,YGR081C
YBR247C,YGL171W
YBR247C,YGR095C
YBR247C,YGR090W
YBR247C,YDR449C
YBR247C,YDR398W
YBR247C,YER127W
YBR247C,YER082C
YBR247C,YDR324C
YBR247C,YDR299W
YBR247C,YDR365C
YBR247C,YDR339C
YBR247C,YDL153C
YBR247C,YDL148C
YBR247C,YDR280W
YBR247C,YDR083W
YBR247C,YCR057C
YBR247C,YCR047C
YBR247C,YDL111C
YBR247C,YDL060W
YBR247C,YCL031C
YBR247C,YCR035C
YBR247C,YCL059C
YCL031C,YOR310C
YCL031C,YGR158C
YCL031C,YPR144C
YCL031C,YOR287C
YCL031C,YLR197W
YCL031C,YPL217C
YCL031C,YPL126W
YCL031C,YPR137W
YCL031C,YPL266W
YCL031C,YOR078W
YCL031C,YOR061W
YCL031C,YPL012W
YCL031C,YOR145C
YCL031C,YOL142W
YCL031C,YOL021C
YCL031C,YOR039W
YCL031C,YOR001W
YCL031C,YNL232W
YCL031C,YNL132W
YCL031C,YOL010W
YCL031C,YNR054C
YCL031C,YMR128W
YCL031C,YMR093W
YCL031C,YNL075W
YCL031C,YMR229C
YCL031C,YLR223C
YCL031C,YLR222C
YCL031C,YML093W
YCL031C,YLR409C
YCL031C,YLR051C
YCL031C,YLR003C
YCL031C,YLR186W
YCL031C,YLR129W
YCL031C,YKL099C
YCL031C,YJR002W
YCL031C,YLL011W
YCL031C,YKR060W
YCL031C,YJL050W
YCL031C,YJL033W
YCL031C,YJL109C
YCL031C,YJL069C
YCL031C,YIL035C
YCL031C,YIL019W
YCL031C,YIL127C
YCL031C,YIL091C
YCL031C,YHR081W
YCL031C,YHR069C
YCL031C,YHR196W
YCL031C,YHR148W
YCL031C,YGR128C
YCL031C,YGR095C
YCL031C,YGR195W
YCL031C,YGR145W
YCL031C,YGL019W
YCL031C,YER127W
YCL031C,YGR090W
YCL031C,YGL171W
YCL031C,YDR398W
YCL031C,YDR365C
YCL031C,YER082C
YCL031C,YDR449C
YCL031C,YDR299W
YCL031C,YDR280W
YCL031C,YDR339C
YCL031C,YDR324C
YCL031C,YDL148C
YCL031C,YDL111C
YCL031C,YDR083W
YCL031C,YDL153C
YCL031C,YCL059C
YCL031C,YCR057C
YCL031C,YCR035C
YML093W,YOR310C
YML093W,YNR024W
YML093W,YHR148W
YML093W,YOR287C
YML093W,YNR054C
YML093W,YPL266W
YML093W,YPL217C
YML093W,YPR144C
YML093W,YPR137W
YML093W,YOR145C
YML093W,YOR078W
YML093W,YPL126W
YML093W,YPL012W
YML093W,YOL021C
YML093W,YOL010W
YML093W,YOR001W
YML093W,YOL142W
YML093W,YNL075W
YML093W,YMR229C
YML093W,YNL232W
YML093W,YNL132W
YML093W,YLR003C
YML093W,YKL099C
YML093W,YMR128W
YML093W,YMR093W
YML093W,YGR145W
YML093W,YGL171W
YML093W,YJR002W
YML093W,YHR081W
YML093W,YDR339C
YML093W,YDL153C
YML093W,YER127W
YML093W,YER082C
YML093W,YDL148C
YOR001W,YPR144C
YOR001W,YOR076C
YOR001W,YNL075W
YOR001W,YPR137W
YOR001W,YOR078W
YOR001W,YGR145W
YOR001W,YER082C
YOR001W,YKL099C
YOR001W,YJR002W
YOR001W,YDL148C
YOR001W,YPL217C
YOR001W,YDR339C
YOR001W,YDL153C
YOR001W,YHR081W
YOR001W,YPL126W
YOR001W,YPL085W
YBL004W,YPR144C
YBL004W,YPR137W
YBL004W,YPL012W
YBL004W,YOR310C
YBL004W,YPL217C
YBL004W,YPL126W
YBL004W,YOR078W
YBL004W,YOR076C
YBL004W,YOR287C
YBL004W,YOR145C
YBL004W,YOL010W
YBL004W,YNR054C
YBL004W,YOL142W
YBL004W,YOL021C
YBL004W,YNL132W
YBL004W,YNL075W
YBL004W,YNR024W
YBL004W,YNL232W
YBL004W,YMR093W
YBL004W,YLR409C
YBL004W,YMR229C
YBL004W,YMR128W
YBL004W,YLR129W
YBL004W,YLR051C
YBL004W,YLR222C
YBL004W,YLR197W
YBL004W,YKL099C
YBL004W,YJR002W
YBL004W,YLL011W
YBL004W,YKR060W
YBL004W,YJL050W
YBL004W,YIL127C
YBL004W,YJL109C
YBL004W,YJL069C
YBL004W,YHR196W
YBL004W,YHR148W
YBL004W,YIL091C
YBL004W,YIL019W
YBL004W,YGR195W
YBL004W,YGR158C
YBL004W,YHR081W
YBL004W,YHR069C
YBL004W,YGR095C
YBL004W,YGR090W
YBL004W,YGR145W
YBL004W,YGR128C
YBL004W,YER082C
YBL004W,YDR457W
YBL004W,YGL171W
YBL004W,YER127W
YBL004W,YDR339C
YBL004W,YDR324C
YBL004W,YDR449C
YBL004W,YDR398W
YBL004W,YDL153C
YBL004W,YDL148C
YBL004W,YDR299W
YBL004W,YDR280W
YBL004W,YCR035C
YBL004W,YCL059C
YBL004W,YDL111C
YBL004W,YCR057C
YBL004W,YOR001W
YBL004W,YML093W
YBL004W,YCL031C
YBL004W,YBR247C
YBL004W,YLR186W
YLR186W,YPR137W
YLR186W,YPL217C
YLR186W,YPR144C
YLR186W,YOR310C
YLR186W,YOR287C
YLR186W,YPL126W
YLR186W,YPL012W
YLR186W,YOR001W
YLR186W,YOL142W
YLR186W,YOR145C
YLR186W,YOR078W
YLR186W,YNR054C
YLR186W,YNR024W
YLR186W,YOL021C
YLR186W,YOL010W
YLR186W,YNL075W
YLR186W,YMR229C
YLR186W,YNL232W
YLR186W,YNL132W
YLR186W,YML093W
YLR186W,YLR409C
YLR186W,YMR128W
YLR186W,YMR093W
YLR186W,YLR003C
YLR186W,YKL099C
YLR186W,YLR222C
YLR186W,YLR197W
YLR186W,YHR081W
YLR186W,YGR145W
YLR186W,YJR002W
YLR186W,YHR148W
YLR186W,YER082C
YLR186W,YDR339C
YLR186W,YGL171W
YLR186W,YER127W
YLR186W,YDL153C
YLR186W,YDL148C
YGR116W,YOR224C
YGR116W,YOR210W
YGR116W,YPL228W
YGR116W,YPL129W
YGR116W,YML069W
YGR116W,YML010W
YGR116W,YOR151C
YGR116W,YOL005C
YGR116W,YIL021W
YGR116W,YGR186W
YGR116W,YJL168C
YGR116W,YJL140W
YGR116W,YPR133C
YGR116W,YAL024C
YGR116W,YGR005C
YGR116W,YBR154C
YPR049C,YGL062W
YPR049C,YER099C
YPR049C,YOR208W
YBL003C,YPR034W
YBL003C,YPR031W
YBL003C,YPR162C
YBL003C,YPR049C
YBL003C,YPL129W
YBL003C,YPL116W
YBL003C,YPR023C
YBL003C,YPL235W
YBL003C,YOR217W
YBL003C,YOL094C
YBL003C,YPL001W
YBL003C,YOR386W
YBL003C,YNL290W
YBL003C,YNL261W
YBL003C,YOL054W
YBL003C,YOL012C
YBL003C,YNL088W
YBL003C,YNL059C
YBL003C,YNL206C
YBL003C,YNL186W
YBL003C,YMR091C
YBL003C,YMR075W
YBL003C,YML127W
YBL003C,YML069W
YBL003C,YMR044W
YBL003C,YMR033W
YBL003C,YLR455W
YBL003C,YLR442C
YBL003C,YML065W
YBL003C,YML010W
YBL003C,YLR321C
YBL003C,YLR247C
YBL003C,YLR399C
YBL003C,YLR357W
YBL003C,YLL008W
YBL003C,YLL004W
YBL003C,YLR095C
YBL003C,YLR033W
YBL003C,YKL114C
YBL003C,YKL089W
YBL003C,YKR048C
YBL003C,YKR008W
YBL003C,YJL140W
YBL003C,YJL081C
YBL003C,YJR144W
YBL003C,YJR068W
YBL003C,YIL021W
YBL003C,YHR088W
YBL003C,YIL126W
YBL003C,YIL070C
YBL003C,YGR270W
YBL003C,YGR245C
YBL003C,YHR056C
YBL003C,YGR275W
YBL003C,YGR056W
YBL003C,YGL241W
YBL003C,YGR116W
YBL003C,YGR063C
YBL003C,YFR037C
YBL003C,YFR013W
YBL003C,YGL207W
YBL003C,YGL111W
YBL003C,YDR334W
YBL003C,YDR310C
YBL003C,YFR001W
YBL003C,YER164W
YBL003C,YDR224C
YBL003C,YDL156W
YBL003C,YDR303C
YBL003C,YDR225W
YBL003C,YDL031W
YBL003C,YCR052W
YBL003C,YDL140C
YBL003C,YDL070W
YBL003C,YBR114W
YBL003C,YBR087W
YBL003C,YCL054W
YBL003C,YBR245C
YBL003C,YBR009C
YBL003C,YBL052C
YBL003C,YBR060C
YBL003C,YBR010W
YBL003C,YBL006C
YPR031W,YKR038C
YPR031W,YGL140C
YPR034W,YKL082C
YPR034W,YHR056C
YPR034W,YMR033W
YPR034W,YDR224C
YPR034W,YCR052W
YPR034W,YGR056W
YPR034W,YDR225W
YPR034W,YBL052C
YPR034W,YBL006C
YPL129W,YMR005W
YPL129W,YPL235W
YPL129W,YMR033W
YPL129W,YML015C
YPL129W,YPR034W
YPL129W,YBR289W
YPL129W,YJR059W
YPL129W,YGR005C
YPR023C,YDR359C
YPR023C,YOR244W
YPR023C,YGR010W
YPL116W,YAL010C
YOR294W,YLR397C
YOR294W,YLR106C
YOR294W,YNL182C
YOR294W,YHR085W
YOR294W,YCR072C
YOR294W,YIL096C
YOR294W,YHR197W
YOR386W,YML042W
YOL094C,YOR217W
YOL094C,YOR144C
YOL094C,YKR038C
YOL094C,YHR191C
YOL094C,YNL271C
YOL094C,YLR182W
YOL094C,YBR150C
YOL094C,YBL023C
YOL094C,YDL150W
YOL094C,YDL122W
YOR217W,YPL116W
YOR217W,YPL001W
YOR217W,YPR034W
YOR217W,YPR023C
YOR217W,YMR033W
YOR217W,YLR455W
YOR217W,YOR144C
YOR217W,YMR044W
YOR217W,YGR270W
YOR217W,YFR037C
YOR217W,YLR095C
YOR217W,YIL070C
YOR217W,YCL016C
YOR217W,YBR245C
YNL290W,YOR144C
YNL290W,YOL094C
YNL290W,YOR217W
YNL290W,YHR191C
YNL290W,YNL262W
YNL290W,YLR182W
YOL012C,YPL235W
YOL012C,YPL116W
YOL012C,YBL052C
YOL012C,YPR034W
YOL012C,YML041C
YOL012C,YLR385C
YOL012C,YNL107W
YOL012C,YML127W
YOL012C,YLR085C
YOL012C,YKR008W
YOL012C,YLR321C
YOL012C,YLR247C
YOL012C,YJL081C
YOL012C,YIL070C
YOL012C,YKL114C
YOL012C,YKL005C
YOL012C,YDR372C
YOL012C,YDR334W
YOL012C,YGL241W
YOL012C,YDR485C
YOL012C,YBR231C
YOL012C,YBL006C
YOL012C,YDR190C
YOL012C,YCR052W
YOL012C,YAL011W
YNL206C,YPL001W
YNL261W,YPR162C
YNL261W,YLL004W
YNL261W,YIL066C
YNL261W,YPL001W
YNL261W,YML065W
YNL088W,YPR133C
YNL088W,YPR034W
YNL088W,YPL116W
YNL088W,YOR272W
YNL088W,YPR031W
YNL088W,YPR023C
YNL088W,YOL012C
YNL088W,YNL206C
YNL088W,YOR217W
YNL088W,YOR061W
YNL088W,YMR033W
YNL088W,YML010W
YNL088W,YNL175C
YNL088W,YMR044W
YNL088W,YJR068W
YNL088W,YIL070C
YNL088W,YLR033W
YNL088W,YKL114C
YNL088W,YFR013W
YNL088W,YDR303C
YNL088W,YHR056C
YNL088W,YGR063C
YNL088W,YCR052W
YNL088W,YBL052C
YNL088W,YDL156W
YNL088W,YDL070W
YNL088W,YBL006C
YNL186W,YHR103W
YNL059C,YPL235W
YNL059C,YPL129W
YNL059C,YKL190W
YNL059C,YNL215W
YNL059C,YKR038C
YNL059C,YOR189W
YNL059C,YOR141C
YNL059C,YGL140C
YMR091C,YPL116W
YMR091C,YOL012C
YMR091C,YPR034W
YMR091C,YNL088W
YMR091C,YMR044W
YMR091C,YIL070C
YMR091C,YMR033W
YMR091C,YJL209W
YMR091C,YCR052W
YMR091C,YBL006C
YMR091C,YHR056C
YMR091C,YGR056W
YMR044W,YOR386W
YMR075W,YOL004W
YMR075W,YNL330C
YMR075W,YPR023C
YMR075W,YPL139C
YML127W,YNL088W
YML127W,YPR034W
YML127W,YMR044W
YML127W,YMR033W
YML127W,YMR091C
YML127W,YDR225W
YML127W,YCR052W
YML127W,YHR056C
YML127W,YGR056W
YML127W,YBL006C
YML069W,YPR031W
YML069W,YDL156W
YML069W,YPR135W
YML069W,YPR133C
YML069W,YDL070W
YML069W,YPR187W
YML069W,YOR151C
YML069W,YOR123C
YML069W,YPR034W
YML069W,YOR210W
YML069W,YOL012C
YML069W,YOL005C
YML069W,YOL145C
YML069W,YOL054W
YML069W,YNL102W
YML069W,YNL088W
YML069W,YLR274W
YML069W,YJL173C
YML069W,YMR091C
YML069W,YML127W
YML069W,YDR448W
YML069W,YCR052W
YML069W,YJL168C
YML069W,YER055C
YML069W,YBR202W
YML069W,YBR154C
YML069W,YBR279W
YML069W,YBR248C
YML069W,YAR007C
YML069W,YBL052C
YML069W,YBL023C
YML074C,YLR455W
YML074C,YPR169W
YML074C,YPL146C
YML074C,YPL093W
YML074C,YPR143W
YML074C,YPL211W
YML074C,YOR206W
YML074C,YOL077C
YML074C,YOR294W
YML074C,YOR272W
YML074C,YNL002C
YML074C,YMR290C
YML074C,YNL110C
YML074C,YNL061W
YML074C,YLR009W
YML074C,YKL172W
YML074C,YMR131C
YML074C,YMR049C
YML074C,YDR412W
YML074C,YDL031W
YML074C,YKL082C
YML074C,YHR088W
YML074C,YCL054W
YML074C,YAL025C
YML010W,YGR186W
YML010W,YGR005C
YML010W,YPL129W
YML010W,YOR224C
YML010W,YPR187W
YML010W,YPR133C
YML010W,YER162C
YML010W,YER139C
YML010W,YOR151C
YML010W,YOL005C
YML010W,YPL228W
YML010W,YOR210W
YML010W,YBR154C
YML010W,YBR149W
YML010W,YML069W
YML010W,YKL024C
YML065W,YPR162C
YLR442C,YER090W
YLR455W,YMR091C
YLR455W,YML127W
YLR455W,YPR034W
YLR455W,YPL129W
YLR455W,YNL088W
YLR455W,YBL006C
YLR455W,YPR031W
YLR455W,YML069W
YLR357W,YGR056W
YLR357W,YPR034W
YLR357W,YMR091C
YLR357W,YMR033W
YLR357W,YNL088W
YLR357W,YHR056C
YLR357W,YCR052W
YLR357W,YML127W
YLR357W,YLR399C
YLR357W,YBR010W
YLR357W,YBL006C
YLR399C,YPR034W
YLR399C,YPR031W
YLR399C,YLR455W
YLR399C,YLR442C
YLR399C,YMR044W
YLR399C,YMR033W
YLR399C,YDR303C
YLR399C,YDL156W
YLR399C,YIL070C
YLR399C,YHR056C
YLR399C,YPL235W
YLR399C,YOR061W
YLR399C,YBL052C
YLR399C,YBL006C
YLR399C,YNL107W
YLR399C,YNL088W
YLR399C,YOR039W
YLR399C,YOL012C
YLR399C,YMR091C
YLR399C,YML127W
YLR399C,YLR385C
YLR399C,YLR085C
YLR399C,YML069W
YLR399C,YML041C
YLR399C,YDR485C
YLR399C,YDR224C
YLR399C,YKL114C
YLR399C,YJL081C
YLR399C,YCR052W
YLR399C,YAL011W
YLR321C,YPR034W
YLR321C,YNL088W
YLR321C,YMR091C
YLR321C,YMR033W
YLR321C,YLR455W
YLR321C,YLR399C
YLR321C,YML127W
YLR321C,YML069W
YLR321C,YHR056C
YLR321C,YGR056W
YLR321C,YLR357W
YLR321C,YLR247C
YLR321C,YCR052W
YLR321C,YBL006C
YLR033W,YPR034W
YLR033W,YNL161W
YLR033W,YML127W
YLR033W,YML069W
YLR033W,YMR091C
YLR033W,YMR033W
YLR033W,YLR321C
YLR033W,YHR056C
YLR033W,YLR399C
YLR033W,YLR357W
YLR033W,YDL074C
YLR033W,YDL070W
YLR033W,YGR196C
YLR033W,YGR056W
YLR033W,YBL006C
YLR033W,YCR052W
YLR033W,YBL067C
YLR095C,YPR034W
YLR095C,YPL116W
YLR095C,YOL012C
YLR095C,YNL088W
YLR095C,YLR321C
YLR095C,YLR033W
YLR095C,YML127W
YLR095C,YLR399C
YLR095C,YFR013W
YLR095C,YDL156W
YLR095C,YKL114C
YLR095C,YGR275W
YLR095C,YBL006C
YLR095C,YPL118W
YLR095C,YCR052W
YLR095C,YBL052C
YLR095C,YMR044W
YLR095C,YML069W
YLL008W,YPR143W
YLL008W,YPL211W
YLL008W,YOL077C
YLL008W,YOL041C
YLL008W,YPL043W
YLL008W,YOR206W
YLL008W,YNL088W
YLL008W,YNL061W
YLL008W,YNL175C
YLL008W,YNL110C
YLL008W,YMR290C
YLL008W,YML074C
YLL008W,YNL022C
YLL008W,YLR002C
YLL008W,YKR024C
YLL008W,YLR449W
YLL008W,YLR276C
YLL008W,YHR088W
YLL008W,YGR270W
YLL008W,YKL172W
YLL008W,YKL082C
YLL008W,YDR312W
YLL008W,YDL031W
YLL008W,YFL002C
YLL008W,YDR412W
YLL008W,YPL146C
YLL008W,YPL093W
YLL008W,YCL054W
YLL008W,YAL025C
YLL008W,YNR053C
YLL008W,YNL002C
YLL008W,YOR294W
YLL008W,YOR272W
YLL008W,YCR072C
YLL008W,YMR049C
YLL008W,YLR009W
YLR002C,YPR169W
YLR002C,YNR053C
YLR002C,YMR131C
YLR002C,YPR143W
YLR002C,YOL041C
YLR002C,YHR197W
YLR002C,YPL211W
YLR002C,YML074C
YLR002C,YKL082C
YLR002C,YOR272W
YLR002C,YOR206W
